,Topic,Count,Name,Representation,Representative_Docs
544,543,13,543_democrats_reparations_1nwfiakhfb_abnormal,"['democrats', 'reparations', '1nwfiakhfb', 'abnormal', 'yk8w2gxn3c', 'jkom66nl5h', 'p8m2eybr4r', 'papgfqy25q', 'h7ulqi6cot', 'realdonaltrump']","['Me asking the Democrats for reparations after voting them into office #WWERaw https://t.co/p8M2EYbR4R', 'Until ADOS communities unite behind a reparations agenda Democrats will continue to exploit the damage they did to… https://t.co/UxKzCLGB1j', 'Establishing that the Democrats are once  again the MASTER, should we look to them for reparations from their curre… https://t.co/Jkom66Nl5H']"
545,544,13,544_invest_bum_investing_business,"['invest', 'bum', 'investing', 'business', 'djjohnjohn', 'use', 'financially', 'sht', 'investment', 'real']","['Real niggas invest in you, bum niggas use you.', 'Real niggas invest in you, Bum niggas use you.', 'Real niggas invest in you; bum niggas use you.😌🤝']"
546,545,13,545_lapdhq_dtlaprotest_solidarity_amazing,"['lapdhq', 'dtlaprotest', 'solidarity', 'amazing', 'moment', 'dtlaprotests', 'dtla', 'forum', 'meetings', 'awk1ehmbfv']","['Amazing moment of solidarity at @LAPDHQ. #BlackLivesMatter #DTLA #DTLAProtest https://t.co/RcKb2nRyyQ', 'Amazing moment of solidarity in front of @LAPDHQ. #BlackLivesMatter #DTLA #DTLAProtest https://t.co/ntDfAmWBmo', 'Amazing moment of solidarity in front of @LAPDHQ. #BlackLivesMatter #DTLA #DTLAProtest https://t.co/AWK1ehmBFV']"
547,546,13,546_mcatee_murdered_killed_whittier,"['mcatee', 'murdered', 'killed', 'whittier', 'z6j2kqrx8i', 'enmty19ops', '3lgqilr7i7', '4kpwdeyezm', '2dlejj3dvh', 'dfxyfkyjey']","['Lots of signs in #Whittier for Jonathan Salcido, 27, of Whittier, died in police custody on May 4, 2017 during a ps… https://t.co/sbHcinygWs', 'This is David McAtee, he’s the owner of Yaya’s BBQ in Louisville. Last night police killed him after claiming that… https://t.co/3LgQiLr7I7', 'David McAtee was murdered by police this morning in Louisville. WE CAN’T LET HIS NAME GET MURDERED TOO! He owned Ya… https://t.co/KlIR8BREa3']"
548,547,13,547_wisconsin_kenosha_shot_benshapiro,"['wisconsin', 'kenosha', 'shot', 'benshapiro', 'lajornada', '12bjyej4ic', 'anthonyhuber', 'abq', 'abqjournal', '6qutcrrnzl']","['Kyle Rittenhouse openly carried a semiautomatic weapon at a  Wisconsin BLM protest last night. Cops offered him wat… https://t.co/12bJYej4ic', 'Multiple people shot during third night of protests in #Kenosha, Wisconsin, following the police shooting of Jacob… https://t.co/b2aSL3CCeL', '#KenoshaShooter #Wisconsin #Trumplegacyofdeath\nSuspect arrested after 2 are killed at #Kenosha protest\nhttps://t.co/YWFrT69cak']"
549,548,13,548_dearwhitepeople_revelation_grandma_grandmother,"['dearwhitepeople', 'revelation', 'grandma', 'grandmother', 'wwg1wga', 'ohbee3okzs', 'mamo', 'simplyyyg', 'h3p2wwzdmt', 'handsmaids']","['Happy #juneteenth 🖤👑\nI was lucky enough to meet my great grandmother (Mamo) but back then I never asked her about w… https://t.co/gjFe0nFspI', 'A woman always talks about an uncle when she doesn’t have a revelation of Father. #DearWhitePeople #qanon #wwg1wga… https://t.co/B53ND8pGiA', 'A woman always talks about an uncle when she doesn’t have a revelation of Father. #DearWhitePeople #qanon #wwg1wga… https://t.co/OhBeE3okzS']"
550,549,13,549_fight_kodi_kingkuntaaa_mound,"['fight', 'kodi', 'kingkuntaaa', 'mound', 'mando', 'wwe', 'strikes', 'drank', 'brick', 'collab']","['“You niggas can really fight” -kodi. LMAO duh me and my gang really hit bout it', 'fight back nigga 😂😂😂', '@kingkuntaaa Lmao a real representation of when that drank hit you you truly can fight anyone']"
551,550,13,550_profile_pic_kik_mixed__money,"['profile', 'pic', 'kik', 'mixed__money', 'kateknicke', 'j_stiger', 'lordealli', 'glitch_dxctor', 'ondreazlopez', 'qnxybsag98']","['@kateknicke @chick_in_kiev also, BLM in your profile? I’m sure by your profile pic you have at least 1 black friend right? What a joke!', 'It’s the way the profile pic supports blm 🤦🏾\u200d♀️', 'I’m confused you don’t look black enough in that profile pic to be saying nigga??']"
552,551,13,551_glasses_lenses_wear_pocos,"['glasses', 'lenses', 'wear', 'pocos', 'jha3n3cwvs', 'glaases', 'q2wnpfryjr', 'kough', 'blinder', 'wacchamberlin']","['Are there any glasses frames that work with flat filipino noses? I’m tired of having to push my glasses up', 'Just had to get new contact lenses and glasses. A nigga was blind out here 😩', 'All the niggas that wear glasses bought em all ! Shit I wear glasses too 😣']"
553,552,13,552_jewelry_fake_buying_pnpr9vttrz,"['jewelry', 'fake', 'buying', 'pnpr9vttrz', '9gmbmfiq6c', 'darks', 'vvs', 'peeve', 'wearing', 'cubans']","['i may look ghetto cus of all my jewelry &amp; shit , but i promise im not at all.', 'Rap niggas buying fake jewelry &amp; hood rich niggas buyin real jewelry so they can look like rappers 😭', 'I don’t respect niggas who wear fake jewelry']"
554,553,13,553_dickdopamine_ki2dekfc0w_ftm_training,"['dickdopamine', 'ki2dekfc0w', 'ftm', 'training', 'wyatt', 'throat', 'submit', 'porrosyparaiso', 'sean', 'ternary']","['When I say throat training, I mean it. Right @dickdopamine? • 🎥 ; @porrosyparaiso • https://t.co/kI2DEKFc0w • #ftm… https://t.co/nPT9RmVrGd', 'Throat training. My way. @dickdopamine • 🎥 by @porrosyparaiso • https://t.co/kI2DEKFc0w • #ftm #trans #bdsm #submit… https://t.co/foRt8mZlF1', 'Throat training. My way. @dickdopamine • https://t.co/kI2DEKFc0w • #ftm #trans #master #submit #t4t https://t.co/UkLm88mtRn']"
555,554,13,554_karen_privilege_moct7rtkt4_oooohhhh,"['karen', 'privilege', 'moct7rtkt4', 'oooohhhh', 'uofd5dkg93', 'ujggojwzpj', 'rhymestyle', 'eys44s1w3g', 'bschwieman', 'pqt2nu1n4n']","['Sucks to be you KAREN with your privilege And WEAR A MASK', 'When I listen to Karen’s speak, and they are actually trying to understand their privilege but still speaking from privilege...😳😅', ""Attacked by a whole privilege of Karen's. Poor guy.""]"
556,555,13,555_afraid_terrified_3llejicpuh_earthnamek,"['afraid', 'terrified', '3llejicpuh', 'earthnamek', '5a41esndhc', 'fright', 'ocegreda', 'nxeyha6uan', 'neurodivergence', 'i8pzpvheww']","['@earthnamek I’m terrified of the police because they can sense my neurodivergence but they ALWAYS read it as “guilty”', 'I was told by the person that I am to be afraid of, that I am a thief, the police and my career were mentioned twic… https://t.co/5A41eSnDhc', ""@laxcitymusic I live a block away from a police station, and I'm literally terrified every time I ever have to leav… https://t.co/3lLejICPUH""]"
557,556,13,556_angelenos_angelinos_fpcqfxfmhq_hk6lvnnnhw,"['angelenos', 'angelinos', 'fpcqfxfmhq', 'hk6lvnnnhw', '4th5cym79k', 'xqi4rvsi1g', 'papeqp9tws', 'socialdistancingworks', 'sajflwxnl4', 'leykxo5shv']","['Angelenos protesting at LA City Hall this afternoon. #georgefloyd #losangeles #protest #heart @ Los Angeles City Ha… https://t.co/fpCqfXfMHQ', 'Mariachis marching to the L.A. Mayor’s mansion to protest for renter’s rights. Nearly half of Angelenos have been o… https://t.co/LeyKXo5sHV', 'So many Angelenos are coming together in a beautiful act of solidarity today. Thank you to the leadership of… https://t.co/4tH5cyM79K']"
558,557,13,557_spittin_lineupforthedee_damnnnnnnnn_bijanrichie,"['spittin', 'lineupforthedee', 'damnnnnnnnn', 'bijanrichie', 'actavis', '651bae', 'yehyasn', 'zeru', 'caliniggawinnin', 'chrisvejar11']","['@lineupforthedee This nigga spittin', 'Ohhh shit my nigga Hiei incinerated tf outta Zeru https://t.co/SmKjrkaPN0', '@DLnigga559 @caliniggawinnin Dl masc bttm here my nigga.. hmu or kik: smokesumthn1...bet I make that dicc spit']"
559,558,13,558_ghetto_applebee_food_dinner,"['ghetto', 'applebee', 'food', 'dinner', 'eat', 'y74sucjeie', 'lolitagordita', 'revving', 'brqh4cssng', 'ayoshekinah']","['@lolitagordita Found them at ghetto food 4 less next to my moms old house lol', 'I love ghetto food 🤷🏾\u200d♂️ @ Nipsey Hussle Square https://t.co/BrqH4cSsNG', 'Last food job I had was in 2015, was working at this ghetto Applebee’s (it was nicknamed club Applebee’s)']"
560,559,13,559_sagged_frlb1wtgpm_z5gd6gt1pu_hacerme,"['sagged', 'frlb1wtgpm', 'z5gd6gt1pu', 'hacerme', 'mad', 'harder', 'toooooo', 'satisfaction', 'shxt', 'mierda']","['All my old niggas have been getting at me. Like out of the blue. What kind of shxt is the devil up to https://t.co/FRlb1wTgPM', 'I sagged them even harder as I left. This nigga had a fucking fit. Why do you care so much ?????????', 'I sagged them even harder as I left. This nigga had a fucking fitness. Why do you care so much ?????????']"
561,560,13,560_jrhe1ezzcw_wessup_ay_breezylaundry,"['jrhe1ezzcw', 'wessup', 'ay', 'breezylaundry', 'trae', 'peaked', 'sox', 'braves', 'college', 'bury']","['I feel like niggas who get they frat tatted peaked in college lmao', 'Ahhh 😂😂 thats them niggas uk wessup ova here 🤣', ""Young turnt niggas from the Chi  to the A\nI'm rockin' with the Sox \nYeah, They rocking with the Braves ... @ AZ / C… https://t.co/JrhE1EzZCw""]"
562,561,13,561_sugar_yeast_artegaldeco_3funk,"['sugar', 'yeast', 'artegaldeco', '3funk', 'azúcar', 'diabetes', 'scrub', '2p6ntcm7pe', 'thevillage', 'wlnkigp43c']","['@artegaldeco Si me gusta negro no azúcar !', 'Just a lil touch of sugar!\n#3funk #roa #3funk #thevillage #blackgirlmagic #blackhistory #generationalwealth #uncle… https://t.co/mnkfkfjExY', 'Refining our yeast-farming at Wingwalker: lower-gravity, higher-nutrient wort for yeast growth, Hi-G Lo-N to prep f… https://t.co/nHPI7lX8si']"
563,562,12,562_kitchen_appliances_marble_cabinet,"['kitchen', 'appliances', 'marble', 'cabinet', 'concept', '0odt7iesyz', 'bvx1c5egpu', 'xospjm9dks', 'wct0seeu0z', 'cjhymdkibm']","['This beautiful home showcases top-tier stainless steel appliances, an island kitchen complements meal prep and casu… https://t.co/CjHyMDKibM', 'wish a nigga would like a kitchen cabinet!', 'Boy, I wish a nigga would like a kitchen cabinet']"
564,563,12,563_raiders_dale_uniform_plates,"['raiders', 'dale', 'uniform', 'plates', 'logo', 'p7sh4hie6c', 'raideroutkast', 'tvr1by6z8n', 'riskbkej8p', 'vegas']","['@raideroutkast All I want for a new Raiders uniform is an all black uniform.', 'Raiders need an all black color rush', 'The Raiders colors sliver and black are the best in sport. Not to mention the Raiders logo aka pirate always looks… https://t.co/p7sH4Hie6C']"
565,564,12,564_looters_complicit_nite_moogle_fyava0b9pe,"['looters', 'complicit', 'nite_moogle', 'fyava0b9pe', 'nywptkkao8', '6ehu3dosfy', '24fmcsw3zo', 'nblrangq1t', 'awfiv1ya6v', 'laralogan']","['Trapped looters Pt 2- There were police RIGHT THERE (on the right) and did nothing to stop/detain/arrest. @MayorOfLA https://t.co/FyAVA0B9pE', '@TheTweetOfGod maybe the cops in Norway are afraid that Thor will drag them into the ocean if they misbehave. 😂 I t… https://t.co/6EHu3dosfY', '@nite_moogle There’s also the odd fact that the police here (at first) were ignoring the looters but harassing the… https://t.co/nBLRaNGQ1T']"
566,565,12,565_4xgmxpncle_overd_mzqypxpzs7_kpkydrb9vp,"['4xgmxpncle', 'overd', 'mzqypxpzs7', 'kpkydrb9vp', 'janevaquoi', 'iw8yyk33do', 'iq5wdosjag', 'homestead', 'wfqysan6oh', 'hd1ro5vlr3']","['Watching riots &amp; seeing black people only take from corporations, seeing racist get condemned, watching  whites pro… https://t.co/MZQYpXpZS7', '@CaslerNoel In a related story. White Indiana hiv crisis and the dem black states support white hillbillies states', 'Sacrificing your seat to demand representation for black people, and other underrepresented groups, is a long overd… https://t.co/iQ5WdOSJag']"
567,566,12,566_roster_okawara_dskucla_dwxjvuzeoh,"['roster', 'okawara', 'dskucla', 'dwxjvuzeoh', 'khftkgaep6', 'kmet', 'jacobisabeasstt', 'jamesf_8', 'boom_61', 'hs1q4vxqfb']","['@dskucla We don’t get to the 2015 city title game if @Dylan__Hirsch doesn’t drop a 2-out drag for a knock on his ow… https://t.co/68VzoEzvCY', '@a_riicches That nigga got 31 points in the preseason. Yeah it’s scary for Clippers or whoever we play this year the roster deeper', '@Jamesf_8 dumbass mock has kmet going in the second round okawara in the 3rd with Gilman Kareem and pride Jr and ha… https://t.co/kHftKGaeP6']"
568,567,12,567_cancer_pcb7bhdov5_ei3jkicjli_dqt5avmfl6,"['cancer', 'pcb7bhdov5', 'ei3jkicjli', 'dqt5avmfl6', 'disappea', 'mystikgunn', 'prdliberal7', 'illnesses', 'generation', 'racism']","['I cannot stress this enough. I see so many people think that racism is “dying out” with the older generation. It is… https://t.co/EI3JkicjLI', 'MOST OF US had our parents living and breathing during these years. And people think that #racism has just disappea… https://t.co/dqT5AVmFl6', '@MystikGunn All illnesses - mental to physical, cancer to Covid to racism and everything in-between.']"
569,568,12,568_places_vonte_coldhotwings_patient_impulse,"['places', 'vonte', 'coldhotwings', 'patient_impulse', 'kay__valentino', 'innovator510', 'pedal', 'duhhh', 'quicc', 'hazzardpbs']","['How is it 2020 and you still asking strangers where places are ? I just sent a nigga south when the place he looking for is north', '@innovator510 Lmaoo bro I be ready to grab the nigga break pedal', '@Kay__Valentino @Patient_Impulse YES, let me chop the nigga up.. Any date after the 12th']"
570,569,12,569_obvious_however_ma_drdenagrayson,"['obvious', 'however', 'ma', 'drdenagrayson', 'streets', 'reason', 'since', 'use', 'mitchellreports', '8ypazhvxfr']","['@DrDenaGrayson @realDonaldTrump Since we can go to streets to protest for obvious reason we can however, use the ma… https://t.co/8YpaZHVXfr', '@DrDenaGrayson @realDonaldTrump Since we can go to streets to protest for obvious reason we can however, use the ma… https://t.co/rlFoxfHtRX', '@DrDenaGrayson @realDonaldTrump Since we can go to streets to protest for obvious reason we can however, use the ma… https://t.co/elUdnRWurD']"
571,570,12,570_news_rujsbxvwtg_newscum_shakin,"['news', 'rujsbxvwtg', 'newscum', 'shakin', 'dorks', 'druski2funny', 'peacefu', 'thts', 'tvs', 'cable']","['Yall are dorks posting the emergency warning crying. Yeah newscum is a faggot but so are you so stfu', 'I’m tired of hearing niggas say “I don’t watch the news. I don’t know what’s going on. I just try to remain peacefu… https://t.co/RuJsbxVwTg', 'I don’t got time to be heart broke over a nigga who keep doin the sane shit thts old news😂😂😂 I jus don’t wanna hear nun wen I do the same 😘']"
572,571,12,571_worth_globoydagoat_ncy4qdu81q_it0b2iatbf,"['worth', 'globoydagoat', 'ncy4qdu81q', 'it0b2iatbf', 'wastin', 'nanibravo_', 'subpar', 'tribulations', 'straws', 'trials']","['Chest on yo nigga I’m worth it ✨', 'Get you a nigga from the south. We’re hell but it’s worth it.😂😂', 'if a nigga gotta sit and wait for it, is it worth it?']"
573,572,12,572_biggerthanrivalry_condolences_0swygw38wa_qm5m8ejwye,"['biggerthanrivalry', 'condolences', '0swygw38wa', 'qm5m8ejwye', 'preshipment', '3vkxxrvocp', 'bggvl1vjva', 'frankiebanali', 'petenajarian', 's0yrvoep6g']","[""@MoonChildKat_ I think his thread screams of privilege and he's oblivious to the heartache many non parents experie… https://t.co/NUYWQqJR2p"", 'My condolences to his family and the black and gold fam. #BiggerThanRivalry 🙏🏾🙏🏾🙏🏾', 'My condolences to his family the black and gold fam. #BiggerThanRivalry 🙏🏾🙏🏾']"
574,573,12,573_flipnote_naaaaaah_niggaaaa_poop,"['flipnote', 'naaaaaah', 'niggaaaa', 'poop', 'teal', 'bussin', 'horn', 'nvm', 'blocks', 'boom']","[""Ima ya nigga that's ya nigga even when you got a niggaaaa"", 'You a real nigga if you know what flipnote is', 'nigga * naaaaaah nvm you right .']"
575,574,12,574_3ebgsru3lb_kqisbttlkj_ytlj9pqyvo_zr2aw81hcj,"['3ebgsru3lb', 'kqisbttlkj', 'ytlj9pqyvo', 'zr2aw81hcj', 'axrmn6gt2i', 'eehmh1tirs', 'hayzktzlcs', 'emiltsch', 'lgbsrkfnka', 'mleghtonk2']","['@dinchamion @JDeanWilliams Of course not because this b l m agendas was promoted for blacks by blacks for their\nOwn… https://t.co/3EbgsRu3lb', 'We tried. You didnt listen. And you fought us all the way to the (viciously hostile towards black personhood) U.S.… https://t.co/lGbSRKfNka', '@SkylarJordan @emiltsch &gt;doesn’t want to acknowledge the pain of black people in America like Bill did\n&gt;utilizes bl… https://t.co/HAYZktzLCs']"
576,575,12,575_salons_owned_nail_hair,"['salons', 'owned', 'nail', 'hair', 'barber', 'shops', 'wvb6pgrh6y', 'finding', 'norway', 'hairstylist']","['Does anyone know any black owned hair salons in the Inglewood/View Park area?', 'black girls need to take back hair salons, nail salons, lashes, beauty supply stores etc from the market', 'We need more black owned nail salons period Im fuckin fed up.']"
577,576,12,576_party_anthonyanderson_ibyas9j5mr_elementalexcel,"['party', 'anthonyanderson', 'ibyas9j5mr', 'elementalexcel', 'jenniferhudson', 'tracyellisross', 'swiftlyinc', 'proterra_inc', 'lfcc5w9tfw', 'iki8jkskqw']","['Now this is my kinda party!!👏🏾 ✊🏾\n#realtoons #blackisbeautiful  #blackgirlmagic #peanuts #party #blacklivesmatter… https://t.co/LFCC5w9tFW', '@innovation_dj @xos @elementalexcel @Proterra_Inc @AmpaireInc @SwiftlyInc Making black nerd energy fresh since 1977 https://t.co/LT5LbN6vU3', 'black-ish season 6 Wrap Party! - @anthonyanderson blackishabc #anthonyanderson #black #blackish #tracyellisross… https://t.co/OEslFa2gLz']"
578,577,12,577_13thfilm_3tqgjcd6j4_yem_dgm2vrx87u,"['13thfilm', '3tqgjcd6j4', 'yem', 'dgm2vrx87u', 'kathy_darling', 'afgn4c1z9r', '307l7knmzv', '1yum3wnup8', 'yopierrepierre', 'ebpwvzchzy']","['@ava just watched @13THFilm truly jaw dropping. Tears are flowing freely. #blacklivesmatter', ""I'm glad that https://t.co/3tqgjcD6J4 has filled in its last black bar (less glad for the people killed at that Yem… https://t.co/aFGn4c1z9r"", 'Aspire to inspire before we expire💀✨🖤🪦 \n\n#explore #trending #black #deadinside💔 #goth #emo #egirl #deathgrind… https://t.co/UT4B29OCsh']"
579,578,12,578_depressed_yt41swusrn_deficits_warcloudbrewing,"['depressed', 'yt41swusrn', 'deficits', 'warcloudbrewing', 'byke', 'borderline', 'iq', '9th', '10th', 'limited']","['A nigga was depressed but my mind back on', 'Only depressed niggas up rn', 'This life shit will have a nigga so depressed 😂💯']"
580,579,12,579_portraits_cliffordprinceking_photography_photographers,"['portraits', 'cliffordprinceking', 'photography', 'photographers', 'blackandwhite', 'portrait', 's3kh2nq8gs', 'ansel', 'xaxux97plk', 'fb6fsjuuq6']","['It’s Me &amp; U Now \nI’ve Been Waiting \n\n📸 @cliffordprinceking \n\n#cliffordprinceking #photography #harlem #black #model… https://t.co/MgNWiA1Ms9', 'A little collection of black and white portraits I did last week! #photography #blackandwhite https://t.co/S3KH2nQ8GS', 'Streaming this Friday: Oge Egbuonu’s (In)Visible Portraits https://t.co/KvfSGODPB0 via @laemmle #documentary #blackwomenmatter']"
581,580,12,580_arrived_mvg0y0hvkd_cocig4jukb_joml6y94bz,"['arrived', 'mvg0y0hvkd', 'cocig4jukb', 'joml6y94bz', 'xkpymzebrh', 'rp6m0zd93l', 'hvlx6wndp5', 'ktj8jfitoj', 'tkt39fhq2a', '54elltprsp']","['There was some post about paint filled water-balloons to use against riot police because it would obscure their vis… https://t.co/3rYYyddOxB', 'BLM-LA, Build Power, and YG protest in Hollywood on Sunday. Estimated 20,000 folks with no cops in sight and comple… https://t.co/jOmL6y94Bz', ""Cops barricaded neighborhoods near Hollywood protest and wouldn't let me get to my car. If my car is vandalized mor… https://t.co/kTJ8JFitOj""]"
582,581,12,581_apocalypse_doomsday_lecturer_renowned,"['apocalypse', 'doomsday', 'lecturer', 'renowned', 'prep', 'lester', 'survival', 'answered', '6hzj8ktylr', 'choycebrown']","['Honestly, I really didn’t expect the apocalypse to drag out this long...thought it would be more like a week?', ""TONIGHT'S THE NIGHT! \n\nGet your apocalypse survival questions answered by renowned doomsday prep lecturer Lester Pi… https://t.co/J1iw0sSjmV"", 'Get your apocalypse survival questions answered by renowned doomsday prep lecturer Lester Pipps LIVE from his bunke… https://t.co/n9Uh18TGG4']"
583,582,12,582_bricks_piles_stacks_areas,"['bricks', 'piles', 'stacks', 'areas', 'locations', 'sites', 'rocks', '11thhour', '8le4qbaeay', 'ar13zb9a8g']","['Since the protests have y\'all seen bricks laying around the city or ""free"" cars? Lol', 'Anyone know why these random piles of bricks keep showing up near protest sites??? Some say police are putting them… https://t.co/AR13zb9a8G', 'We need to talk about the planted piles of bricks in the protest areas']"
584,583,12,583_pray_praying_chaotic_officers,"['pray', 'praying', 'chaotic', 'officers', 'prayers', 'praytogether', 'tjsgog1ky5', 'sadnbougie', 'slbljibqqj', 'friarmario']","['Praying 🙏🏾 for you Tim and for all servants who protect us police 🚔 Fireman, National guard🙏🏾', 'Praying for the speedy recovery of the two police officers who have just been shot by a lunatic in Baton Rouge, Lou… https://t.co/slbLjIBqQJ', '@FriarMario Pls pray 🇺🇸 and to the world. Pray too for all the police officers it’s more chaotic actions Pls. Thank You 🙏 🙏']"
585,584,12,584_blackouttuesday_solidarity_july_blackoutday2020,"['blackouttuesday', 'solidarity', 'july', 'blackoutday2020', '7th', 'zhzpvbs5jf', 'spac', 'toasting', 'blackout2020', 'vts11uqlaa']","['#BlackOutTuesday stand in solidarity, no posting tomorrow to better amplify black voices🖤 time to reflect and recha… https://t.co/mHQvrMQwkw', '#Repost @blackbeverlyhills\n・・・\n🚨\xa0#BlackOutDay2020 is Tomorrow\xa0🚨 On July 7th, stand in solidarity with the Black com… https://t.co/vTS11uQLaA', '#BlackOutDay2020 is Tomorrow\xa0On July 7th, stand in solidarity with the Black community by only making purchases of… https://t.co/6y32IMt75e']"
586,585,12,585_fans_yelyahwilliams_3rqz24glq6_annie_areu_okay,"['fans', 'yelyahwilliams', '3rqz24glq6', 'annie_areu_okay', '7kz7oa73v3', 'fatijafriart', 'uptl7ygrdy', 'wc0o5bcech', 'highonthehog', 'wottisdis']","['Am I wrong? Very frustrating as a black viewer 😕\n\nWhite @bravo fans calling for Stassi to come back\n\n#pumprules… https://t.co/uPtL7YgrdY', '@annie_areu_okay @fuckdapoliceB @yelyahwilliams Actually we agree a lot. I was legit asking “were there black fans… https://t.co/yF1Ja8JwWt', '@yelyahwilliams Obviously I’m not directly seeing your feedback but we’re black fans upset by this? I legit saw non… https://t.co/7KZ7oa73v3']"
587,586,12,586_lgb_include_property_programs,"['lgb', 'include', 'property', 'programs', 'liberation', 'household', 'must', 'rhcvoamzqm', '6qrnxqibyq', 'b3dd310jz3']","['We need more programs involved W/ supporting not only the black Women and Children but the entire Black household.… https://t.co/6qRnXqiByQ', 'We must. WE MUST. Do better for our black LGBTQ+ friends. Period. Seeing people support black lives but not the LGB… https://t.co/GUjd7BGG9U', 'We must. WE MUST. Do better for our black LGBTQ+ friends. Period. Seeing people support black lives but not the LGB… https://t.co/b3dD310Jz3']"
588,587,12,587_19eczg7ues_lpnpqggwam_88wufumxc4_1j6brxdd1k,"['19eczg7ues', 'lpnpqggwam', '88wufumxc4', '1j6brxdd1k', 'zfarzozllu', 'xlh89tdwjb', 'chrisrwood', 'f1vsl3bpfj', 'fashiom', 'fgwmcaylni']","['Life Lesson # 1: Put down the gavel and take off the black cape. Don’t judge others, especially yourself. \n- cotton… https://t.co/f1Vsl3bpfJ', '“Focused and ready”\n📸 : @chrisrwood \n.\n.\n.\n#throwbackpic #throwback #blackexcellence #blackscientist… https://t.co/fgWMCAylnI', 'This is to every fashiom powerhouse that has remained quiet and inactive during our struggles:\n\nYou style black bod… https://t.co/88WufUMxc4']"
589,588,12,588_facebook_ha_posts_deleted,"['facebook', 'ha', 'posts', 'deleted', 'yullugfue5', 'animalcruelty', 'rfprr3yd4x', 'shwpzhixeh', 'fireboatdriver', 'component']","['Why does Facebook condone these postings??? #facebook @markzucky #animalcruelty #monkeys #india', '@fireboatdriver @J_Condo @RicoSuaveJD @DonaldJTrumpJr @Facebook NOT TRUE. Facebook is removing protest event promot… https://t.co/shwpzHixEH', 'Facebook is dangerous and only an ally to 45.... -&gt; Facebook fires employee who protested inaction on Trump posts https://t.co/yULlUgFuE5']"
590,589,12,589_tree_quercuskelloggii_spring_oak,"['tree', 'quercuskelloggii', 'spring', 'oak', 'christmas', '8nrd0al0im', 'ydk5jizr9s', 'wa3h0tiq8b', 'blackoak', 'gpc12kfd0k']","['Look at the size of this black oak leaf! Bigger than my hand… 💚 #quercuskelloggii #blackoak #naturelover… https://t.co/gPC12kfD0k', 'Some things I never tire of… The gorgeous color of black oak leaves in the spring! #quercuskelloggii #explorenature… https://t.co/8nrd0al0Im', 'Gm! Where can I find a black Christmas tree?']"
591,590,12,590_mister_ion_bitches_rollllin,"['mister', 'ion', 'bitches', 'rollllin', 'girllllll', 'koulda', 'babyyyyy', 'dolo', 'leash', 'kitty']","[""I'm rollllin cuz bitches be wanting yo nigga &amp; don't even be fkn knowing like girllllll"", 'Swear Im dolo out here Ion need no bitch Friendly ass bitch nigga koulda been fucked ova you!', 'little fucker, asshole, dick \nBut also babyyyyy, issa kitty, and mister mister ✨ \nIt’s the equality for me']"
592,591,12,591_lives_2csrr169br_yj64purmbj_g2gehsxcfi,"['lives', '2csrr169br', 'yj64purmbj', 'g2gehsxcfi', 'rzqbhxfges', 'yjknq2xqlt', 'azdkqspxeh', 'clc4ncdjwh', 'tbs492tu29', 'sweetwater']","[""@BidenWarRoom @MalcolmNance He's right. Look how conservatism reacted to a black president. They've become somethin… https://t.co/rZqbhXfgeS"", 'plz don’t forget sweetwater has yet to say black lives matter, the CEO donated to trump, and company policy is to g… https://t.co/2csRr169Br', 'Don’t worry Pete Buttigieg we didn’t forget that you faked the endorsements of black leaders and used stock images… https://t.co/YJ64purmbj']"
593,592,12,592_warriors_draymond_steph_rings,"['warriors', 'draymond', 'steph', 'rings', 'eyy', '7f755yymgf', 'amahd_bey', 'remmeber', 'gottifromthezoo', 'karonsupapa']","['Warriors better not blow it these niggas keep coming back 🤣', 'all of my niggas is warriors', '@Gottifromthezoo Draymond owe a nigga wasn’t the warriors fault...I woulda won $375 if the warriors and bulls won🤦🏾\u200d♂️']"
594,593,12,593_horses_oldtrafford_horseback_comiclokirights,"['horses', 'oldtrafford', 'horseback', 'comiclokirights', 'ageofsecrecy', 'makloubae', '32uaocfxoh', 'trained', 'tack', 'tomfitton']","['@AgeOfSecrecy @TomFitton your horses are not trained for police work rather than work horses for your pleasure.', 'I hope everyone who stole police horses has a good night', 'Can the police stop using horses please? They’re scared 😭']"
595,594,12,594_sirrins_gxfervijg3_lz6zvdgdl2_lcl94uppox,"['sirrins', 'gxfervijg3', 'lz6zvdgdl2', 'lcl94uppox', 'k43wmiqbvl', 'gdn61afzyi', 'harassed', 'maquillajeyamor', 'wai', 'lbpdasstchief']","[""All I hear is police sirrins and and I feel like I don't think I can hold my shit together I'm having a breaking po… https://t.co/Lcl94Uppox"", 'When the police stop me do u think I get to pull out my biracial ID &amp; get harassed half as much? &amp; yes I get stoppe… https://t.co/gXfeRvijG3', '@maquillajeyamor Living in fear and being harassed to get the police to do anything at all plus another year of wai… https://t.co/gDn61AfZYi']"
