Topic,Count,Name,Representation,Representative_Docs
1672,12,1672_milk_titty_g8fyketg20_xndqjwdw1w,"['milk', 'titty', 'g8fyketg20', 'xndqjwdw1w', 'guud', 'gawdoffaltweets', 'daddyduprey', 'warts', 'spilt', 'alonna_amanda']","[""Let's not cry over spilt milk now 🤣\n#BossBaby\n.\n.\n.\n#boss #dreamworks #africanbaby #blackbaby #blm #baby… https://t.co/g8fyKeTG20"", '@GawdOffalTweets That ghetto titty might feed the youngster that grows up titty milk strong and cures anal warts...   it’s a start', 'nigga u milk']"
1673,12,1673_dc5_erik_wpbekg8bmh_jesusthegarcia_yhtuadg1ad,"['dc5_erik', 'wpbekg8bmh', 'jesusthegarcia', 'yhtuadg1ad', 'brandiorl', 'juang_arango', 'chute', 'pisada', 'mexican', 'fixture']","['I just hit my head on a garment fixture turning the corner in front of a hispanic family and they didn’t bust out laughing.....dub', 'Yo my nigga instead of talking bout illegal immigrants and shit you should go wash yo neck Nigga no mames I can pla… https://t.co/yhtUADG1aD', '@brandiORL i laughed so hard in disbelief, like...i know i’m mexican but i’m a white mexican 😭💀 https://t.co/wpBekg8BmH']"
1674,12,1674_glasses_rimmed_sunglasses_blackandwhite,"['glasses', 'rimmed', 'sunglasses', 'blackandwhite', 'jd8cnqptn1', 'gentlemonster', 'brriixo_', 'neaclq1nad', 'bi7pumjayg', 'itstheglasses']","['I can’t find my black Tom Ford glasses🥺', 'Reading glasses always help. #glasses #black #white #blackandwhite #beard #bearded #actor #actorslife @ Culver City… https://t.co/nEaClq1NAD', 'Getting new glasses again but in black']"
1675,12,1675_trauma_triggger_2dredu0ebj_concearned,"['trauma', 'triggger', '2dredu0ebj', 'concearned', 'qmlbyvoqtk', 'reanimstes', 'ummmmmmmmm', 'aaand', 'pleaseee', 'psyops']","['black trauma isn’t white entertainment', 'more black trauma media lmao', 'Same. tired of black trauma']"
1676,12,1676_nypd_york_passes_0nsk8azsby,"['nypd', 'york', 'passes', '0nsk8azsby', 'iamsafaree', '7xpxampunt', 'a8ss2joscs', '4h31jd4de8', '8fwf1dujux', 'xvhnuwns9n']","['New York State is suing the NYPD over its handling of the racial justice protests in 2020. They said they’re actual… https://t.co/0nsK8azSBY', 'Must watch! NYPD is so corrupt. All police across America is corrupt. \n\n#NYPD \n\nhttps://t.co/GQL1KICari', '@IAMSAFAREE @NYPD The NYPD, like all police departments, is doing what they were created to do. https://t.co/S7JO4Ezx6m']"
1677,12,1677_campbell_joseph_l8ycspttla_6607ie1sjq,"['campbell', 'joseph', 'l8ycspttla', '6607ie1sjq', 'lbjefbotre', 'xoxo_mrswallis', 'inspirationalquotes', 'jeanneb1962', 'js_yarrington', '0ntbbx0we8']","['The privilege of a lifetime is being who you are.\n— Joseph Campbell #tuesdayvibe', 'The privilege of a lifetime is being who you are.  –Joseph Campbell\n\n#kink #bdsm #bondage #InspirationalQuotes… https://t.co/LbJeFboTre', '@xoxo_MrsWallis @RyanHockeyGuy @RobinLehner Use your privilege to make things good for all in the world. I was hesi… https://t.co/nXLF4pjW1i']"
1678,12,1678_crystalmethyd_performance_ycmlkpwjkh_llvtwjbxsk,"['crystalmethyd', 'performance', 'ycmlkpwjkh', 'llvtwjbxsk', 'motifs', '91zk0kagyl', 'qgsfry6e7k', 'sedatives', 'sdvrofficial', 'zachheltzel']","['You can\'t give me a ""This Is Me"" drag performance and not expect me to get goosebumps. She knows what she\'s doing h… https://t.co/LlVtWJbXsk', 'I stan @CrystalMethyd \nShe never disappoints and finds ways to keep drag fun, interesting and animated. \n#DragRace… https://t.co/ycmlkPwJkh', 'Watching Joyce Meyer, talking with a drag queen in New Zealand and waiting for sedatives to kick in while adding Sa… https://t.co/91zk0KAgyl']"
1679,12,1679_knees_knee_luscious_lyss_jkjoking_lol,"['knees', 'knee', 'luscious_lyss', 'jkjoking_lol', 'bne8fixzfk', 'beebronte', 'touch', 'eviljeanyis', 'timothee', '123']","['These knees ain’t nothing to be played with 🤪☺️. It irritates me sometimes when niggas only wanna hit it from the b… https://t.co/BnE8FIXZfK', ""@jkJoking_lol @luscious_lyss Yoooo this niggas knees really didn't touch the ground 🤦🏽\u200d♂️😂😂"", '@EvilJeanyis @BeeBronte Old ass nigga gotta ice his knee 😂 (btw my shoulder, back and knees are fucked so I feel you)']"
1680,12,1680_species_brands_clothing_furniture,"['species', 'brands', 'clothing', 'furniture', 'owned', 'brand', 'if7n948fad', 'adore__jas', 'w9c1ue7mbz', 'jg34gq9jha']","['@iamcardib Hey everyone! I own a clothing brand called We’re All One Species! Support black owned businesses &amp; chec… https://t.co/h3STSAaTR9', '@_illxxst Hey everyone! I own a clothing brand called We’re All One Species! Support black owned businesses &amp; check… https://t.co/w9C1UE7mBZ', '@adore__jas Hey everyone! I own a clothing brand called We’re All One Species! Support black owned businesses &amp; che… https://t.co/IF7N948fad']"
1681,12,1681_capitolbuilding_arresttrump_25thamendmentnow_treason,"['capitolbuilding', 'arresttrump', '25thamendmentnow', 'treason', 'whiteprivilege', '25thamendment', 'xxvgci7xg3', 'x7wmobod0v', '6hguxepyw9', 'j59azm6v7r']","['#TREASON #25thAmendmentNow #ArrestTrump #whiteprivilege #CapitolBuilding https://t.co/STGqABgQjG', '#TREASON #25thAmendmentNow #ArrestTrump #whiteprivilege #CapitolBuilding https://t.co/hUgjM2gfTI', '#TREASON #25thAmendmentNow #ArrestTrump #whiteprivilege #CapitolBuilding https://t.co/EHPZLpBpfH']"
1682,12,1682_krisjenner_empowerment_life_and_style_acalmar,"['krisjenner', 'empowerment', 'life_and_style', 'acalmar', 'luwis_skttt', '8s5anhgx0k', '3fnn1osnjh', 'xtzrw5fwxd', 'wqjugbynmu', 'kkyeq5jg9f']","['I’m going to miss you @KrisJenner but you left something good in my life you give me so much empowerment and Now I… https://t.co/SrGtVErzJ8', '@luwis_skttt entendo mano, mas tenta acalmar teu coração e relaxar um pouco, tu é um mlk gente boa e merece mundo.… https://t.co/kkyEq5Jg9F', 'I’m going to miss you @KrisJenner but you left something good in my life you give me so much empowerment and Now I… https://t.co/ID63laDchU']"
1683,12,1683_organization_jasonscampbell_matter_pftompkins,"['organization', 'jasonscampbell', 'matter', 'pftompkins', 'victimizati', 'scvsmybgwa', 'g5zfek702f', 'x6z8b7p7az', '37q7d0hgll', '6jkikouz6t']","['black lives matter corporation. is a lgtbq and marxist organization run by the worlds elite. it’s primary function… https://t.co/REInQNQ8k6', ""@JasonSCampbell Of course black lives matter. That's why I can't support the black lives matter organization which… https://t.co/DCVLnVfKwN"", '@JasonSCampbell Of course black lives matter. That is why I cannot support the organization black lives matter beca… https://t.co/X6z8B7P7aZ']"
1684,12,1684_makeup_4mjogmu7iv_9pbhmqgnif_pusciferford,"['makeup', '4mjogmu7iv', '9pbhmqgnif', 'pusciferford', 'clocky', 'j87v5elkmk', 'smhh', 'ilysm', 'toned', 'mascara']","['TL sleep? \n\nDysphoria really be hitting when I do toned down makeup because I feel way less clocky with a drag face on. 🥴🥴', 'im going to be so cis that i sleep with my makeup on', '@pusciferford ilysm 🥺 I just be so mf bored tho. I’m tryna start up my food prep biz tho. Ima do like the makeup bi… https://t.co/J87v5elKMK']"
1685,12,1685_safiri_celebrates_feature_hav,"['safiri', 'celebrates', 'feature', 'hav', 'posts', 'month', 'join', 'amazing', 'history', 'women']","['Safiri Celebrates Women’s History Month 🎥 Join me here this month as I feature posts of amazing black women who hav… https://t.co/CJiIBGVoY1', 'Safiri Celebrates Women’s History Month 🎥 Join me here this month as I feature posts of amazing black women who hav… https://t.co/bEzFfmpquG', 'Safiri Celebrates Women’s History Month 🎥 Join me here this month as I feature posts of amazing black women who hav… https://t.co/EylvqMrpTH']"
1686,12,1686_german_germany_zxgh8ixke1_rfl124tp1l,"['german', 'germany', 'zxgh8ixke1', 'rfl124tp1l', 'catire', 'dakidsteph_girl', 'don_yeek', 'döndüğümde', 'e1tz570wv8', 'görelim']","['We’ve been watching a lot of German series lately and I’m ashamed to say there’s a lot of bad German stereotypes go… https://t.co/E1tZ570WV8', 'Türkiye’yeye döndüğümde Almanca’ya başlamam lazım bi de Almanya görelim ya', '@adricultora Ese si, el alemán de aquí se parece mucho pero es catire jaja y odia a los latinos y cada vez que suen… https://t.co/O64ENdBYtl']"
1687,12,1687_petition_dion_lurry_joliet,"['petition', 'dion', 'lurry', 'joliet', 'sign', 'phoenix', 'via', 'johnson', 'tete', 'department']","['Joliet police department : Have the officers charged in the death of Eric Lurry - Sign the Petition! https://t.co/QTc93WLIru via @Change', 'Joliet police department : Have the officers charged in the death of Eric Lurry - Sign the Petition! https://t.co/MnAESNBLlw via @Change', 'Joliet police department : Have the officers charged in the death of Eric Lurry - Sign the Petition! https://t.co/x8vB0Ra3SI via @Change']"
1688,12,1688_sfv_latina_7mlf4szucc_belleza,"['sfv', 'latina', '7mlf4szucc', 'belleza', 'humanidad', 'jazel', 'generosidad', 'fxmum28chm', 'dérailler', 'vlhowarupe']","['new project in the making to inspire and support latina youth with the sfv ✨', 'new project in the making to inspire, empower and support latina teens within the sfv ✨', '@baltafc Les latinas ça peut vite dérailler']"
1689,12,1689_russ_fadeaway_rvlsm4fhb2_wcf,"['russ', 'fadeaway', 'rvlsm4fhb2', 'wcf', 'gamed', 'lmaooooooooooooo', 'flicks', 'melvin', 'collapse', 'thunder']","['Russ gotta swing on that nigga', 'I wish they let Russ rock that nigga shit😂🤣', 'Young nigga James Russ !']"
1690,12,1690_adulting_20s_blvkbri_z6zm9jlhkj,"['adulting', '20s', 'blvkbri', 'z6zm9jlhkj', 'daniellaavidal', 'uuugh', 'londralicious', 'bundled', 'ghetto', 'adult']","['Adulting is so fucking ghetto', 'Adulting is ghetto', 'Adulting is so ghetto']"
1691,12,1691_ready_sng5c9zpox_saintsupahead_saintsoulsnatcha,"['ready', 'sng5c9zpox', 'saintsupahead', 'saintsoulsnatcha', 'datni88alucc', 'dajaznae', '187', 'tighten', 'fck', 'acting']","['nigga I’m ready 🦦', '😤 a nigga be ready', '@datni88aluCC I’m ready for a 187 they I feel nigga lmao https://t.co/sNg5c9ZpoX']"
1692,12,1692_children_ovzc346yi0_pephky2dri_reticent,"['children', 'ovzc346yi0', 'pephky2dri', 'reticent', 'a1nimcfplc', 'yhgeqgnta6', 'cgp2sdua8k', 'f1reflow3r', 'x8jvymcy3a', 'wzru5d5mvc']","['This 2017 blog from our \nco-founder @hollyrpeete expresses the real fears of parents of young black men and women w… https://t.co/DUE8xQHOyf', '@F1reFlow3r @BellezaDeAltura We can not shelter our children from the reality the black community and black childre… https://t.co/A1nIMCfPLC', '75% of black children are born out of wedlock 75% of black children are unable to read or write you’re not going to… https://t.co/PEphKy2DRi']"
1693,12,1693_polar_bi_diamondcraigpp_hsfehk7wrq,"['polar', 'bi', 'diamondcraigpp', 'hsfehk7wrq', 'moods', 'manic', 'whoopin', 'secs', 'disorder', 'symptoms']","['I really hate being bi polar sometimes', 'This mf is bi polar', 'If u bi polar stay the fuck away from me .']"
1694,12,1694_55156_text_209_justices,"['55156', 'text', '209', 'justices', '13', 'amaze', 'proper', 'justice', 'balls', 'supreme']","['Text 55156 for justice', 'Text 55156 for justice', 'Text 55156 for justice']"
1695,12,1695_cop_pulled_ykoo3pkkrn_ocsdalisoviejo,"['cop', 'pulled', 'ykoo3pkkrn', 'ocsdalisoviejo', '25gvtrxp16', 'davidkfiction', 'drshirleyweber', 'exanvzuzpn', 'rngrvcsbsl', 'nyuu0gjsvb']","['@KamalaHarris @GavinNewsom @DrShirleyWeber @KevinMcCartyCA David dorn rip. African American ex police officer shot… https://t.co/rNGRvCSBsl', 'This black LAPD cop really pulled me over saying theres been a gang of ppl stealing blue hyundais and hondas in the… https://t.co/nyuU0GjsVB', '@davidkfiction @OCSDAlisoViejo @alisoviejocity An off duty cop pulled his gun on the black man that pulled out a kn… https://t.co/ISUaRVfp5t']"
1696,12,1696_taqu5rrptq_ynez_pjz4so4vni_dvncw3nof9,"['taqu5rrptq', 'ynez', 'pjz4so4vni', 'dvncw3nof9', 'inabili', 'afclvx5ome', 'lsreylrljm', 'npzsff4sdo', 'oneeyeblackjack', 'j3tdhbdy7w']","['@OneEyeBlackJack @MeetThePress Perhaps. But technically the protests started more than 3 weeks ago and California’s… https://t.co/DvNCW3nOf9', '@elonmusk Big protest to Open Up California outside the Buca in Redondo two weekends ago. \n\nDidn’t see any sundaes in martini glasses.', ""@RealJamesWoods It's time we have a convoy from all counties in the state to Sacramento to protest Newsom's inabili… https://t.co/J3TDhbdY7W""]"
1697,12,1697_cheat_cheating_shes_loveleigh_fkhewvorxp,"['cheat', 'cheating', 'shes_loveleigh', 'fkhewvorxp', 'l71qbikpl7', 'cpuwnpcjfy', 'vob3fhf5gv', 'gikmbgy2eu', '8c9vvrdfbu', '25hekkfllg']","['Men will go to extreme lengths to protect they cheating ass cohorts...this nigga don’t even know bro cheating ass a… https://t.co/25hEKKFlLG', 'women when they actually cheat.\nniggas don’t know how to be sneaky lmao \nwomen don’t cheat tho especially black wom… https://t.co/l71QbIKpl7', ""a not so srs question: what niggas gotta do to make women okay w/ cheating? (aside from letting them cheat too cus then it isn't cheating.)""]"
1698,12,1698_brooks_rayshard_atlanta_warrant,"['brooks', 'rayshard', 'atlanta', 'warrant', 'shard', 'usatodayopinion', 'c2swoizsrm', 'rtm9fuxog7', 'rousommib1', 'cgvhflhzaa']","['REPORT: Atlanta police issue arrest warrant for Rayshard Brooks’ ‘girlfriend’, 29, for burning down … https://t.co/QFlNdicq7J', 'It’s STILL happening. Atlanta police murdered Rayshard Brooks last night. They shot him in the back while he was ru… https://t.co/lutwNCru4x', 'Full Video...40 minute interaction prior to Rayshard Brooks death \n\nRayshard Brooks shooting police bodycam footage… https://t.co/RTM9FuXoG7']"
1699,12,1699_south_blatant_g7de0x8skh_m0egiq3teq,"['south', 'blatant', 'g7de0x8skh', 'm0egiq3teq', 'bv1mt8o0qt', 'skeelifer', 'zmeqairpqi', 'hzkfrcintw', 'ambitious_14', 'ypdh6eekdj']","['@ryanalexaa Im going to tell you. I just flew back from visiting FL and the amount of racism in the south is insane… https://t.co/zMEqAIRPQi', 'I’ve experienced racism in Louisiana and Georgia. The racists in the settler-state South Dakota are exponentially w… https://t.co/YPDh6eEkdj', '@tayhypo @SkeeLifer Oh no! I KNOW about the south’s racism and being blatant! \n\nBut It reminds me of the OC. I’ve l… https://t.co/g7dE0x8sKh']"
1700,12,1700_justiceforgeorgefloyd_zx56jgpwr6_ntsir6z2qc_ei7nyceqf4,"['justiceforgeorgefloyd', 'zx56jgpwr6', 'ntsir6z2qc', 'ei7nyceqf4', 'jarrwb2a6w', 'k1w1ka77fl', 'kyaymone', 'z4yupbjggj', '9ztpzmswfr', 'moneyway']","['#Truth #JusticeForBreonnaTaylor ‼️\n@redfishstream\nBlack Lives Matter protesters demanding justice for Breonna Taylo… https://t.co/eI7nycEQf4', '#ALLLIVESMATER #justice #humanrights #floydgeorge #DerekChauvin #BlackLivesMatter #Arrest #protests2020 https://t.co/nTsIr6z2QC', 'Residents  from Moneyway and KyayMone village  staged  #Black4Rohingya Campaign to demand for the justice of… https://t.co/RZ4DPTopwj']"
1701,12,1701_thathoesfuneral_rt_ugly_morning,"['thathoesfuneral', 'rt', 'ugly', 'morning', 'single', 'another', 'amber', 'ft', 'waking', 'handsome']","['RT@thatHoesFuneral: Another morning being a single ugly nigga', 'RT@thatHoesFuneral: Another morning being a single ugly nigga', 'RT@thatHoesFuneral: Another morning being a single ugly nigga']"
1702,12,1702_weirdo_gbo_k8c91qpk4p_fenna,"['weirdo', 'gbo', 'k8c91qpk4p', 'fenna', 'lakewood', 'nem', 'brandon', 'appreciation', 'rudy', 'creepy']","['This nigga a weirdo', 'This nigga a weirdo 🤣🤣🤣', 'This nigga a weirdo']"
1703,12,1703_ally_francesssraeee_8nnzfkpbe0_wescravn,"['ally', 'francesssraeee', '8nnzfkpbe0', 'wescravn', 'ea9pod9up0', 'kathbarbadoro', 'lizlloyd', 'annataughtyou', 'srqglkqdvg', 'samantharahe']","['@mjmichellekim has been doing this work for a really long time and her guide for AsAm allyship is important and use… https://t.co/POEI9DAJNI', '@francesssraeee @AnnaTaughtYou THANK YOUUUUU, but she’s an ally by retweeting once then it’s back to her, we love an “ally”', '@wescravn Yeah I agree, she is a great ally and so open minded and understanding, at least from what so can see 🥰 https://t.co/Ea9PoD9UP0']"
1704,12,1704_azizared_dfn8ihisg2_fancentro_asiandoll,"['azizared', 'dfn8ihisg2', 'fancentro', 'asiandoll', 'asianbeauty', 'onlyfan', 'model', 'asian', '1k7amejkfv', 'allwmkfojb']","['Hi, boys! 💝 How are you doing today? ♥️♥️♥️\n#girl #azizared #asian #Korean #asiandoll #asianwomen #asianbabygirl… https://t.co/1K7aMejkFV', 'Good morning my Love!\n❤️❤️❤️❤️❤️❤️❤️\nhttps://t.co/DfN8IHISG2\n#girl #asian #sexy #hot #onlyfan #fancentro #asiandoll… https://t.co/Nm0NftvrAn', '💋💋💋💋💋💋💋💋💋\nhttps://t.co/DfN8IHISG2\n♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️\n#girl #azizared #asian #sexy #hot #onlyfan #fancentro… https://t.co/MO6FymYxkM']"
1705,12,1705_businesses_looting_lossnrnhr9_aym90xrmww,"['businesses', 'looting', 'lossnrnhr9', 'aym90xrmww', 'mf0vb9oi26', 'xun0sautew', 'o7lnwf13si', 'wev5gj8ql9', 'd0hxyqt0cj', 'gdt8xph6dm']","['Why y’all looting black owned businesses? Ya missing the point here', 'The looting of black owned businesses, small businesses ....out of order. \n\nDon’t be apart of the ignorance. https://t.co/LOSSNRNHR9', 'And y’all still think we’re the ones looting the small black businesses🤦🏾\u200d♀️']"
1706,12,1706_feet_walk_7x2ynsozml_enocent32,"['feet', 'walk', '7x2ynsozml', 'enocent32', 'k6f2xae2cc', 'kmhzdtxqdp', 'denzeldion', 'bad_knives', 'adriftinwords', '_danielrz_']","['To the people who drag their shoes on the ground when they walk: CAN YOU HEAR IT TOO? JUST PICK UP UR FEET A LITTLE BIT MORE', 'It bothers me when people drag their feet when they walk🙄 like pick up your damn feet', '@BAD_KNIVES @Enocent32 @adriftinwords @denzeldion Until either of you walk a mile in a poc shoes you’re opinion on… https://t.co/k6f2xae2CC']"
1707,12,1707_mission_cali_leaving_leavin,"['mission', 'cali', 'leaving', 'leavin', 'theweeknd', 'gptdeiardp', 'leavinnnn', 'leavingggggggggg', 'nightt', 'now']","['Cali was the mission but now a nigga leaving...', 'cali was the mission but now a nigga leaving', 'Cali was the mission but now a nigga leaving']"
1708,12,1708_bat_transfer_swinging_98mph,"['bat', 'transfer', 'swinging', '98mph', 'xdwps7sizy', 'd0wj0nes', 'fastball', 'limgreenkiasoul', 'leverkusen', 'godzeustheory']","['@limgreenkiasoul @D0wJ0nEs @GODZEUSTHEORY Hold up, when the last time you niggas seen a bat?', '@MarcGibbons4 It doesn’t help that @Arsenal love to drag out every single transfer/contract for the maximum time po… https://t.co/Xdwps7sIzY', 'Kai Havertz ‘chooses’ Real Madrid in huge transfer blow to Chelsea with Leverkusen ace wanting to play with idol Kr… https://t.co/JI7kS60JtU']"
1709,12,1709_fsa_critica_federal_missions,"['fsa', 'critica', 'federal', 'missions', 'accomplish', 'customers', 'nationwide', 'search', 'homeland', 'enforcement']","['At FSA Federal, our people take pride in helping our U.S. government customers accomplish missions that are critica… https://t.co/VAUNFRjkGw', 'At FSA Federal, our people take pride in helping our U.S. government customers accomplish missions that are critica… https://t.co/XkIIUxUd7C', 'At FSA Federal, our people take pride in helping our U.S. government customers accomplish missions that are critica… https://t.co/IFQFVAMArh']"
1710,12,1710_age_discrimination_lamlzvn4sf_wdki4y5o0x,"['age', 'discrimination', 'lamlzvn4sf', 'wdki4y5o0x', 'sg_cnc', 'kfhm2gaulz', 'dxc', 'tqybdqe9tc', 'paulsen', '7ium8l5isz']","['So much for the Age discrimination theory', 'Age discrimination is the only discrimination you eventually outgrow if your fortunate enough.\n\nPat Paulsen ""Did I… https://t.co/lamLzVN4sf', 'Age discrimination investigations - post regarding DXC Technology layoffs https://t.co/7IUM8L5isz @SEC_Enforcement… https://t.co/Jdk85B9LL6']"
1711,12,1711_pink_pinkies_fabric_syz8sfsywb,"['pink', 'pinkies', 'fabric', 'syz8sfsywb', 'swdbbratwi', 'rocking', 'majin', 'buu', 'wocky', 'fufu']","['Rich nigga fabric I’m rocking that Tom rich nigga fabric I’m rocking that palm been counting this paper got cuts in… https://t.co/SyZ8SFSYWb', 'No real nigga give a fuck if you wear pink', 'You a Wocky nigga if you buying pinkies from Lids']"
1712,12,1712_nazi_1followernodad_thickchella_dannyboi407,"['nazi', '1followernodad', 'thickchella', 'dannyboi407', 'gstafford93', '2hydiw2aik', 'liljuicyvert_', 'lospollos_goatt', 'mikeekhoury', 'lahrens']","['I don’t wanna see any of Tomi Lahrens bullshit. Idgaf if ur arguing with that nazi barbie. Nothing. . She’s the big… https://t.co/oZ6P5sLwzi', '@AnnieOnHerOwn @Dannyboi407 Timeless advice, like her style..\n( too bad about the nazi sympathizing😕)🥵', '@samycanttweet @LilJuicyVert_ @LOSPOLLOS_GOATT @StripForRay she literally did the nazi salute while proudly wearing… https://t.co/PNHShalPA8']"
1713,12,1713_billboard_ad_no6vp1zmlj_44alanhenderson,"['billboard', 'ad', 'no6vp1zmlj', '44alanhenderson', '7jgqrbqpm9', 'ios14homescreen', 'urfixxc6np', 'si1avmvjpj', 'yfxsodgheb', 'penuqgue4s']","['A nigga duct taped himself to a billboard in Hollywood 🤣🤣🤣🤣🤣', '@TokiAnifowose The nigga wit 15 tapes on billboard https://t.co/sI1AvMvJPj', 'remember when i went to go see the real ally billboard #gagaparty https://t.co/7jgqrbQPM9']"
1714,11,1714_cnnpolitics_obvious_however_streets,"['cnnpolitics', 'obvious', 'however', 'streets', 'means', 'reason', 'social', 'since', 'nrtwhk4utl', 'yvesq7shdc']","['@CNNPolitics Since we can go to streets to protest for obvious reason we can however, use the many social means to… https://t.co/zm19scBwSK', '@CNNPolitics Since we can go to streets to protest for obvious reason we can however, use the many social means to… https://t.co/SIe0mLrEq4', '@CNNPolitics Since we can go to streets to protest for obvious reason we can however, use the many social means to… https://t.co/UU5BpKcHXJ']"
1715,11,1715_ex_vlnqeg1kqb_j2msvmj5wb_uh4lmk5xhl,"['ex', 'vlnqeg1kqb', 'j2msvmj5wb', 'uh4lmk5xhl', 'dh6ufmpdrs', 'xri945rbsd', 'ekowumdscn', 'jhbsqblqfa', 'f3uuna2yo7', 'p01f5hjjsx']","['all your ex’s is x’s \nnobodies \nwhere are they at now as niggas\nhttps://t.co/ihuZ5ArtMD\ncan’t see me from no angle ✆', 'nah okay maybe i gotta unfollow my ex. this nigga boldly just tweeted “i’m attracted to stupid faces” like ???????… https://t.co/F3uuNA2Yo7', 'Once your new nigga starts to look through your phone\n\nI wonder if any of my ex’s are like damn tyran never did thi… https://t.co/uH4lmK5xHl']"
1716,11,1716_djaycameron_tagging_demanding_attorney,"['djaycameron', 'tagging', 'demanding', 'attorney', 'general', 'breonnataylor', 'retweet', 'five', 'am', 'u1qoz3qi7h']","['Attorney General @djaycameron I am demanding justice for #BreonnaTaylor  &amp; am tagging 5 friends to retweet and do t… https://t.co/ZtkSfsngME', 'Attorney General @djaycameron I am demanding justice for #BreonnaTaylor  &amp; am tagging 5 friends to retweet and do t… https://t.co/THXEycQ162', 'Attorney General @djaycameron, I am demanding justice for #BREONNATAYLOR \n\nI am now tagging five friends to retweet… https://t.co/U1qOZ3qi7H']"
1717,11,1717__makavelijones_laurritaaa__noisetankk_uoalumni,"['_makavelijones', 'laurritaaa_', 'noisetankk', 'uoalumni', 'shadyleft', 'iamsweeetgirl98', 'chro_mattia', 'beeyonceknight', 'basebiblioteca', 'streetgh0st']","['@chro_mattia @beeyonceknight In all parts blm', '@BaseBiblioteca @_makavelijones É isso msm', '@iamsweeetgirl98 @hyphn8r what’s mlm stand for']"
1718,11,1718_spaghetti_pasta_noodles_sonr24kicj,"['spaghetti', 'pasta', 'noodles', 'sonr24kicj', 'penne', 'murked', 'ghett', 'specializes', 'elbows', 'vegetables']","['When a bitch make spaghetti for her nigga I’m not eating that shit', 'Making a nigga spaghetti is when you know he love you cause Niggas dnt be eating every bitch spaghetti. Rightfully so!', 'No cap lmao they bought the elbows and the penne noodles lmaoo , niggas don’t make real pasta nomore just the ghett… https://t.co/sonr24KIcJ']"
1719,11,1719_chains_gop_voters_example,"['chains', 'gop', 'voters', 'example', 'audience', 'filled', '18i70c3a07', 'cekulv0cqk', '567edrbzjl', 'zfgnyolamo']","['When you told a room filled with black voters that the GOP wanted to put them in chains, was that an example of you… https://t.co/pzPUI6OVMo', '@JoeBiden Asking again, when you told black voters that the GOP was going to put them back in chains, was that division or unity?', 'Is this lack of safety why you told a black audience that the GOP was going to put them in chains?']"
1720,11,1720_pencil_lend_pincil_sharpener,"['pencil', 'lend', 'pincil', 'sharpener', 'christinamagma', 'fh241udmqa', 'spicyybbg', 'becc', 'slamming', 'baked']","['Can you lend a nigga a pencil?', '“Can you lend a nigga a pencil” 😂😂', 'Can you lend a nigga a pencil??']"
1721,11,1721_crop_rug_tops_turkish,"['crop', 'rug', 'tops', 'turkish', 'etsy', 'oriental', 'awai', 'kdfmqrm3iy', 'u3p8nebram', 'kathmandu_boutique']","['Shop these cute crop tops🔥🛍💙\n https://t.co/9o1oZg45d2\nIG ~ shopnowtrending\n#summertime\n#blm\n#BlackOwnedBusiness… https://t.co/ynyFAPK6cH', 'Excited to share the latest addition to my #etsy shop: special pattern turkish rug # oriental rug # vintage rug # t… https://t.co/U3p8NebRaM', 'Excited to share the latest addition to my #etsy shop: naturel colors vintage rug # turkish rug # oriental rug # FR… https://t.co/kdfmqRm3IY']"
1722,11,1722_iconmann_saluting_fathers_father,"['iconmann', 'saluting', 'fathers', 'father', 'featured', 'bruce', 'zohdykvtum', 'f3no5ygfxe', 'wo1o6xf0or', 'b8pn68ojzz']","['New work with @ICONMANN saluting our beautiful black fathers!\xa0\xa0Going into the weekend like proud father,\xa0\xa0LANCE GRO… https://t.co/zOhDYkVTUm', 'New work with @ICONMANN saluting our beautiful black fathers!\xa0\xa0Going into the weekend like proud father,\xa0\xa0TERRY CRE… https://t.co/kpmFvKS64T', 'New work with @ICONMANN saluting our beautiful black fathers!\xa0\xa0Going into the weekend like proud father,\xa0\xa0MICHAEL E… https://t.co/F3no5yGFxe']"
1723,11,1723_skin_filin_live_otp,"['skin', 'filin', 'live', 'otp', 'gen', 'option', 'deny', 'hanging', 'fit', 'knowing']","['i wish i could live in my nigga skin', 'I wanna live in my nigga skin at this point', 'i wanna live in this nigga skin 😭']"
1724,11,1724_epohfggnfv_qh8q4usejg_pxgd6z0biw_agbtrhrmv4,"['epohfggnfv', 'qh8q4usejg', 'pxgd6z0biw', 'agbtrhrmv4', 'ahe6jrgevi', 'w15lhtnzsx', 'bvdt5n8p5v', 'jueezy', 'john_jseagraves', 'professionalwil']","[""Cowardly inner-city blacks who are already angry about something --anything, don't see brutal acts like this as unf… https://t.co/agBtRHrmV4"", '@john_jseagraves @realTuckFrumper This is the same rationale for the inhumane treatment against black folks through… https://t.co/EPOhfGGNFv', '@asandovaldlt @jueezy @professionalwil @KarenAttiah ...That share of black victims is less than what the black crim… https://t.co/w15LhTNzSx']"
1725,11,1725_otha_liken_blowers_negotiate,"['otha', 'liken', 'blowers', 'negotiate', 'chasin', 'worried', 'chilling', 'bus', 'fa', 'blow']","['we don’t need no nigga that got blowers but don’t blow em. we don’t need no nigga that’s gon talk but don’t show it', 'we not worried bout no otha niggas we them otha niggas.', 'we don’t take liken in niggas thats chasin clout fa a bus']"
